brand_raw,price_discounted,price_mrp,page
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",130
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",130
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",130
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",130
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",130
"Diajard-M Tablets 5/500mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 266.00

Rs. 280.00","266.00

 280.00","266.00

 280.00",131
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",131
"Platrid Tablets 75mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 204.30

Rs. 215.00","204.30

 215.00","204.30

 215.00",131
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",131
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",131
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",131
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",131
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",131
"Empagen Trio Tablets 12.5mg/2.5mg/1000mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 133.00

Rs. 140.00","133.00

 140.00","133.00

 140.00",131
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",131
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",131
"Genticyn Im/Iv Injection 40mg (1 Box = 3 Ampoules)

Rs. 109.38

Rs. 115.14","109.38

 115.14","109.38

 115.14",131
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",131
"Sem-O Tablets 3mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,163.75

Rs. 1,225.00","1,163.75

 1,225.00","1,163.75

 1,225.00",131
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",131
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",131
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",131
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",131
"Multibionta Injection 10ml (1 Box = 5 Ampoules)

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",132
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",132
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",132
"D-Calcium Tablets (1 Strip = 10 Tablets)

Rs. 150.40

Rs. 158.33","150.40

 158.33","150.40

 158.33",132
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",132
"Funge Tablets 250mg (1 Box = 2 Strips) (1 Strip = 5 Tablets)

Rs. 760.00

Rs. 800.00","760.00

 800.00","760.00

 800.00",132
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",132
"Nutrifactor Nuroton Tablets (1 Bottle = 30 Tablets)

Rs. 1,140.00

Rs. 1,200.00","1,140.00

 1,200.00","1,140.00

 1,200.00",132
"Fibre One Cereals

Rs. 356.30

Rs. 375.00","356.30

 375.00","356.30

 375.00",132
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",132
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",132
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",132
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",132
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",132
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",132
"Brivace Tablets 50mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,309.14

Rs. 1,378.00","1,309.14

 1,378.00","1,309.14

 1,378.00",132
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",132
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",132
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",133
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",133
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",133
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",133
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",133
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",133
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",133
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",133
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",133
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",133
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",133
"Empagen Trio Tablets 12.5mg/2.5mg/1000mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 133.00

Rs. 140.00","133.00

 140.00","133.00

 140.00",133
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",133
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",133
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",133
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",133
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",133
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",134
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",134
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",134
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",134
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",134
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",134
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",134
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",134
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",134
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",134
"Multical-1000 Sachets (1 Box = 10 Sachets)

Rs. 23.75

Rs. 25.00","23.75

 25.00","23.75

 25.00",134
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",134
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",134
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",134
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",134
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",134
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",134
"Sem-O Tablets 3mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,163.75

Rs. 1,225.00","1,163.75

 1,225.00","1,163.75

 1,225.00",134
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",135
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",135
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",135
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",135
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",135
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",135
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",135
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",135
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",135
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",135
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",135
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",135
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",135
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",135
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",135
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",135
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",135
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",136
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",136
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",136
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",136
"Platrid Tablets 75mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 204.30

Rs. 215.00","204.30

 215.00","204.30

 215.00",136
"Crestat Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 456.10

Rs. 480.11","456.10

 480.11","456.10

 480.11",136
"Getfil Tablets 50mg (1 Box = 4 Tablets)

Rs. 380.00

Rs. 400.00","380.00

 400.00","380.00

 400.00",136
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",136
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",136
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",136
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",136
"Crestat Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 456.10

Rs. 480.11","456.10

 480.11","456.10

 480.11",136
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",136
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",136
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",136
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",136
"Sacvin Tablets 49mg/51mg (1 Strip = 10 Tablets)

Rs. 726.40

Rs. 764.68","726.40

 764.68","726.40

 764.68",136
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",136
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",137
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",137
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",137
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",137
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",137
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",137
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",137
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",137
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",137
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",137
"Sacvin Tablets 49mg/51mg (1 Strip = 10 Tablets)

Rs. 726.40

Rs. 764.68","726.40

 764.68","726.40

 764.68",137
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",137
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",137
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",137
"Sacvin Tablets 49mg/51mg (1 Strip = 10 Tablets)

Rs. 726.40

Rs. 764.68","726.40

 764.68","726.40

 764.68",137
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",137
"Crestat Ez Tablets 20mg/10mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 647.00

Rs. 681.10","647.00

 681.10","647.00

 681.10",137
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",137
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",138
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",138
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",138
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",138
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",138
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",138
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",138
"Empagen Trio Tablets 12.5mg/2.5mg/1000mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 133.00

Rs. 140.00","133.00

 140.00","133.00

 140.00",138
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",138
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",138
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",138
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",138
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",138
"Destina Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 299.30

Rs. 315.00","299.30

 315.00","299.30

 315.00",138
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",138
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",138
"Destina Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 299.30

Rs. 315.00","299.30

 315.00","299.30

 315.00",138
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",138
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",139
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",139
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",139
"Sangobion Capsules (1 Strip = 10 Capsules)

Rs. 346.75

Rs. 364.99","346.75

 364.99","346.75

 364.99",139
"Multibionta Injection 10ml (1 Box = 5 Ampoules)

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",139
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",139
"Misty Oil 30ml

Rs. 1,805.00

Rs. 1,900.00","1,805.00

 1,900.00","1,805.00

 1,900.00",139
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",139
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",139
"Funge Tablets 250mg (1 Box = 2 Strips) (1 Strip = 5 Tablets)

Rs. 760.00

Rs. 800.00","760.00

 800.00","760.00

 800.00",139
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",139
"Misty Oil 30ml

Rs. 1,805.00

Rs. 1,900.00","1,805.00

 1,900.00","1,805.00

 1,900.00",139
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",139
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",139
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",139
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",139
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",139
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",139
"Healthaid Zinc Sulphate Tablets 200mg (1 Box = 90 Tablets)

Rs. 2,802.50

Rs. 2,950.00","2,802.50

 2,950.00","2,802.50

 2,950.00",140
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",140
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",140
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",140
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",140
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",140
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",140
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",140
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",140
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",140
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",140
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",140
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",140
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",140
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",140
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",140
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",140
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",140
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",141
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",141
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",141
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",141
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",141
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",141
"Cabok Tablets 5mg (1 Strip = 10 Tablets)

Rs. 124.50

Rs. 131.00","124.50

 131.00","124.50

 131.00",141
"Sacvin Tablets 49mg/51mg (1 Strip = 10 Tablets)

Rs. 726.40

Rs. 764.68","726.40

 764.68","726.40

 764.68",141
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",141
